AGGREGATION_NAME,AMERICAN INDIAN/ALASKA NATIVE,ASIAN/PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,ENGLISH LANGUAGE LEARNER,FEMALE,FORMERLY ENGLISH LANGUAGE LEARNER,GENERAL EDUCATION STUDENTS,HISPANIC,HOMELESS,IN FOSTER CARE,MALE,MIGRANT,MULTIRACIAL,NOT ECONOMICALLY DISADVANTAGED,NOT ENGLISH LANGUAGE LEARNER,NOT HOMELESS,NOT MIGRANT,NOT IN FOSTER CARE,PARENT NOT IN ARMED FORCES,PARENT IN ARMED FORCES,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_CODE,COUNTY_CODE,COUNTY_NAME
BLOOMFIELD HIGH SCHOOL,0.0,0.0,0.0,29.79,0.0,51.91,0.0,62.13,0.0,0.0,0.0,48.09,0.0,0.0,70.21,0.0,0.0,0.0,0.0,0.0,0.0,5.96,33.62,94.47,430501040001,43,ONTARIO
BOERUM SCHOOL FOR INTERNATIONAL STUDIES (THE),0.0,0.0,51.34,75.94,3.74,50.8,0.0,85.03,32.62,8.56,0.0,49.2,0.0,0.0,24.06,23.53,64.17,0.0,0.0,0.0,0.0,14.97,2.67,78.88,331500011497,33,KINGS
BOLIVAR-RICHBURG JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,52.2,0.0,53.46,0.0,64.78,0.0,0.0,0.0,46.54,0.0,0.0,47.8,0.0,0.0,0.0,0.0,0.0,0.0,8.18,0.0,93.71,22902040001,2,ALLEGANY
BOLTON CENTRAL SCHOOL,0.0,0.0,0.0,17.02,0.0,55.32,0.0,0.0,0.0,0.0,0.0,44.68,0.0,0.0,17.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.98,630101040001,63,WARREN
BOYS & GIRLS HIGH SCHOOL,0.0,0.0,84.59,82.44,1.79,36.2,0.0,70.25,3.94,9.68,0.0,63.8,0.0,0.0,17.56,29.39,90.32,0.0,0.0,0.0,0.0,29.75,0.0,74.91,331600011455,33,KINGS
BRADFORD CENTRAL SCHOOL,0.0,0.0,0.0,47.69,0.0,53.85,0.0,29.23,0.0,0.0,0.0,46.15,0.0,0.0,52.31,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,87.69,570401040001,57,STEUBEN
BRENTWOOD HIGH SCHOOL,0.0,0.0,11.67,80.72,22.07,46.67,7.8,91.47,81.27,3.67,0.4,53.33,0.0,0.0,19.28,77.93,96.33,0.0,99.6,0.0,0.0,8.53,4.49,77.11,580512030018,58,SUFFOLK
BREWSTER HIGH SCHOOL,0.0,2.07,2.92,27.04,5.85,47.75,1.83,85.75,27.53,0.0,0.0,52.25,0.0,0.73,72.96,94.15,0.0,0.0,0.0,0.0,0.0,14.25,64.56,90.68,480601060003,48,PUTNAM
BRIARCLIFF HIGH SCHOOL,0.0,11.19,2.33,4.2,0.0,51.05,0.0,63.4,1.63,0.0,0.0,48.95,0.0,0.0,64.57,0.0,0.0,0.0,0.0,0.0,0.0,5.36,77.86,99.77,661402020002,66,WESTCHESTER
BRIDGEHAMPTON SCHOOL,0.0,0.0,29.17,39.58,0.0,56.25,0.0,0.0,18.75,0.0,0.0,43.75,0.0,0.0,29.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,580909020001,58,SUFFOLK
BRIGHTON HIGH SCHOOL,0.0,12.02,8.05,17.91,0.0,49.04,0.0,86.18,4.21,0.0,0.0,50.96,0.0,0.0,82.09,0.0,0.0,0.0,0.0,0.0,0.0,13.82,72.24,97.36,260101060004,26,MONROE
BROADALBIN-PERTH HIGH SCHOOL,0.0,0.0,2.02,41.56,0.0,45.59,0.0,91.69,0.0,0.0,0.0,54.41,0.0,0.0,58.44,0.0,0.0,0.0,0.0,0.0,0.0,8.31,93.2,90.18,171102040004,17,FULTON
BROCKPORT HIGH SCHOOL,0.0,0.0,5.39,42.48,0.0,45.49,0.0,89.72,7.27,1.5,0.0,54.51,0.0,0.0,57.52,0.0,63.41,0.0,0.0,0.0,0.0,10.28,83.46,91.54,261801060003,26,MONROE
BROCTON MIDDLE HIGH SCHOOL,0.0,0.0,0.0,52.34,0.0,45.79,0.0,61.68,0.0,0.0,0.0,54.21,0.0,0.0,47.66,0.0,0.0,0.0,0.0,0.0,0.0,10.28,47.66,94.39,62301040003,6,CHAUTAUQUA
BRONX ACADEMY FOR SOFTWARE ENGINEERING (BASE),0.0,5.07,29.05,62.84,0.0,16.55,4.05,71.28,58.78,8.11,0.0,83.45,0.0,0.0,37.16,0.0,91.89,0.0,0.0,0.0,0.0,28.72,0.0,73.82,321000011264,32,BRONX
BRONX ACADEMY OF HEALTH CAREERS,0.0,1.81,37.68,70.65,5.07,65.22,5.43,75.72,51.81,13.77,0.0,34.78,0.0,0.0,29.35,58.33,86.23,0.0,0.0,0.0,0.0,24.28,0.0,82.07,321100011290,32,BRONX
BRONX ACADEMY OF LETTERS,0.0,0.0,9.32,82.2,10.59,51.27,2.12,74.15,66.1,6.78,0.0,48.73,0.0,0.0,17.8,89.41,93.22,0.0,0.0,0.0,0.0,25.85,0.0,85.81,320700011551,32,BRONX
BRONX AEROSPACE ACADEMY,0.0,0.0,36.4,66.67,9.96,20.31,0.0,73.95,40.61,14.56,0.0,79.69,0.0,0.0,33.33,90.04,85.44,0.0,0.0,0.0,0.0,26.05,0.0,67.43,321100011545,32,BRONX
BRONX ARENA HIGH SCHOOL,0.0,0.0,9.57,88.52,3.35,54.55,0.0,54.55,60.29,12.44,0.0,45.45,0.0,0.0,11.48,28.71,87.56,0.0,0.0,0.0,0.0,9.57,0.0,27.51,320800011537,32,BRONX
BRONX BRIDGES HIGH SCHOOL,0.0,4.07,0.0,81.3,66.67,42.68,20.33,90.24,82.52,22.36,0.0,57.32,0.0,0.0,18.7,33.33,77.64,0.0,0.0,0.0,0.0,9.76,0.0,71.34,320800011432,32,BRONX
BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,0.0,0.0,0.0,83.91,16.48,49.81,5.36,75.48,54.02,13.79,0.0,50.19,0.0,0.0,16.09,83.52,86.21,0.0,0.0,0.0,0.0,24.52,0.0,54.79,321200011479,32,BRONX
BRONX CENTER FOR SCIENCE AND MATHEMATICS,0.0,0.0,24.77,82.18,0.0,57.1,2.11,84.29,64.35,4.53,0.0,42.9,0.0,0.0,17.82,0.0,61.93,0.0,0.0,0.0,0.0,15.71,0.0,92.9,320900011260,32,BRONX
BRONX COLLABORATIVE HIGH SCHOOL,0.0,0.0,26.88,82.37,19.94,45.38,5.2,78.9,65.61,11.85,0.0,54.62,0.0,0.0,17.63,80.06,88.15,0.0,0.0,0.0,0.0,21.1,0.0,67.34,321000011351,32,BRONX
BRONX COLLELGIATE ACADEMY,0.0,0.0,0.0,77.74,14.13,45.58,7.42,74.91,70.32,12.37,0.0,54.42,0.0,0.0,22.26,85.87,87.63,0.0,0.0,0.0,0.0,25.09,0.0,79.68,320900011227,32,BRONX
BRONX COMMUNITY HIGH SCHOOL,0.0,0.0,10.88,78.66,5.86,50.21,0.0,81.17,64.02,5.44,0.0,49.79,0.0,0.0,21.34,63.18,58.58,0.0,0.0,0.0,0.0,18.83,0.0,31.17,320800011377,32,BRONX
BRONX COMPASS HIGH SCHOOL,0.0,0.0,22.26,74.61,7.21,34.8,3.45,73.04,60.19,9.72,0.0,65.2,0.0,0.0,25.39,92.79,90.28,0.0,0.0,0.0,0.0,26.96,0.0,69.28,320800011561,32,BRONX
BRONX DESIGN AND CONSTRUCTION ACADEMY,0.0,0.0,16.91,85.71,12.83,19.83,7.87,73.18,70.85,3.79,0.0,80.17,0.0,0.0,14.29,87.17,59.18,0.0,0.0,0.0,0.0,26.82,0.0,64.29,320700011522,32,BRONX
BRONX EARLY COLLEGE ACADEMY FOR TEACHING AND LEARNING,0.0,0.0,11.28,78.97,0.0,54.36,0.0,57.95,66.15,0.0,0.0,45.64,0.0,0.0,21.03,0.0,0.0,0.0,0.0,0.0,0.0,9.74,0.0,95.13,320900011324,32,BRONX
BRONX ENGINEERING AND TECHNOLOGY ACADEMY,0.0,1.84,30.15,88.97,9.19,15.07,4.41,76.47,60.29,8.46,0.0,84.93,0.0,0.0,11.03,90.81,91.54,0.0,0.0,0.0,0.0,23.53,2.21,73.35,321000011213,32,BRONX
BRONX ENVISION ACADEMY,0.0,0.0,21.79,85.71,11.07,59.64,2.5,78.21,62.5,12.14,0.0,40.36,0.0,0.0,14.29,88.93,87.86,0.0,0.0,0.0,0.0,21.79,0.0,72.5,321200011511,32,BRONX
BRONX HAVEN HIGH SCHOOL,0.0,0.0,0.0,84.51,7.52,51.77,0.0,72.12,68.14,11.5,0.0,48.23,0.0,0.0,15.49,92.48,65.49,0.0,0.0,0.0,0.0,27.88,0.0,33.19,320700011381,32,BRONX
BRONX HEALTH SCIENCES HIGH SCHOOL,0.0,8.77,50.88,69.01,0.0,58.48,2.92,0.0,29.24,0.0,0.0,41.52,0.0,0.0,30.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.08,321100011249,32,BRONX
BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,0.0,3.55,28.43,70.05,0.0,55.84,2.54,88.32,57.87,0.0,0.0,44.16,0.0,0.0,29.95,0.0,0.0,0.0,0.0,0.0,0.0,11.68,0.0,88.83,320900011413,32,BRONX
BRONX HIGH SCHOOL FOR THE VISUAL ARTS,0.0,0.0,27.69,80.0,2.15,49.85,3.08,69.23,57.85,9.85,0.0,50.15,0.0,0.0,20.0,33.54,90.15,0.0,0.0,0.0,0.0,30.77,8.0,74.62,321100011418,32,BRONX
BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,0.0,0.0,46.89,69.96,8.06,46.89,2.93,75.82,30.04,12.09,0.0,53.11,0.0,0.0,30.04,91.94,87.91,0.0,0.0,0.0,0.0,24.18,0.0,72.34,321100011253,32,BRONX
BRONX HIGH SCHOOL OF BUSINESS,0.0,0.0,0.0,47.73,28.41,47.73,15.34,78.98,74.43,18.75,0.0,52.27,0.0,0.0,19.32,71.59,81.25,0.0,0.0,0.0,0.0,21.02,0.0,65.62,320900011412,32,BRONX
BRONX HIGH SCHOOL OF SCIENCE,0.37,65.0,2.15,45.65,0.0,43.18,0.32,98.9,5.81,0.0,0.0,56.82,0.0,1.24,54.35,0.0,0.0,0.0,0.0,0.0,0.0,1.1,25.11,99.7,321000011445,32,BRONX
BRONX HIGH SCHOOL-LAW AND COMMUNITY SERVICE,0.0,0.0,26.49,89.18,4.48,52.61,5.6,71.64,67.91,13.81,0.0,47.39,0.0,0.0,10.82,57.84,86.19,0.0,0.0,0.0,0.0,28.36,0.0,90.67,321000011439,32,BRONX
BRONX INTERNATIONAL ACADEMY,0.0,0.0,6.74,65.54,78.28,55.81,14.23,32.21,76.78,27.72,0.0,44.19,0.0,0.0,5.99,21.72,72.28,0.0,0.0,0.0,0.0,3.37,0.0,83.15,320900011403,32,BRONX
BRONX LAB SCHOOL,0.0,0.0,26.48,73.52,8.36,42.16,3.83,75.26,51.22,9.41,0.0,57.84,0.0,0.0,26.48,91.64,90.59,0.0,0.0,0.0,0.0,24.74,0.0,67.6,321100011265,32,BRONX
BRONX LATIN SCHOOL,0.0,0.0,5.35,66.26,7.41,46.91,7.82,80.66,78.6,2.06,0.0,53.09,0.0,0.0,4.53,63.37,27.16,0.0,0.0,0.0,0.0,19.34,0.0,93.42,321200011267,32,BRONX
BRONX LEADERSHIP ACADEMY,0.0,0.0,20.19,83.89,14.42,48.56,6.73,71.39,65.38,12.26,0.0,51.44,0.0,0.0,16.11,85.58,87.74,0.0,0.0,0.0,0.0,28.61,0.0,66.71,320900011525,32,BRONX
BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,0.0,0.0,30.1,90.56,9.18,42.09,6.63,70.92,65.31,11.73,0.0,57.91,0.0,0.0,9.44,90.82,88.27,0.0,0.0,0.0,0.0,29.08,0.0,77.42,320700011527,32,BRONX
BRONX LIGHTHOUSE CHARTER SCHOOL,0.0,0.0,23.39,80.12,0.0,53.8,0.0,58.48,62.57,0.0,0.0,46.2,0.0,0.0,19.88,0.0,0.0,0.0,0.0,0.0,0.0,7.02,0.0,89.47,321200860870,32,BRONX
BRONX PREPARATORY CHARTER SCHOOL,0.0,0.0,13.74,82.46,0.0,53.55,0.0,62.56,51.66,0.0,0.0,46.45,0.0,0.0,17.54,0.0,0.0,0.0,0.0,0.0,0.0,6.64,0.0,91.47,320900860807,32,BRONX
BRONX REGIONAL HIGH SCHOOL,0.0,0.0,20.97,85.48,10.89,50.81,0.0,83.87,64.11,22.18,0.0,49.19,0.0,0.0,14.52,89.11,77.82,0.0,0.0,0.0,0.0,16.13,0.0,25.81,321200011480,32,BRONX
BRONX RIVER HIGH SCHOOL,0.0,4.83,24.14,72.76,9.66,52.07,8.97,80.0,62.41,8.62,0.0,47.93,0.0,0.0,27.24,90.34,91.38,0.0,0.0,0.0,0.0,20.0,1.72,81.55,320800011349,32,BRONX
BRONX SCHOOL FOR LAW GOVERNMENT AND JUSTICE,0.0,0.0,15.75,86.09,4.2,54.07,4.46,80.58,70.08,9.19,0.0,45.93,0.0,0.0,13.91,64.04,90.81,0.0,0.0,0.0,0.0,19.42,0.0,84.25,320900011505,32,BRONX
BRONX SCHOOL OF LAW AND FINANCE,0.0,0.0,16.07,85.71,14.64,46.07,5.36,77.86,67.86,15.71,0.0,53.93,0.0,0.0,14.29,85.36,84.29,0.0,0.0,0.0,0.0,22.14,0.0,79.29,321000011284,32,BRONX
BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,0.0,0.0,0.0,81.66,3.49,57.21,3.49,80.79,79.04,7.86,0.0,42.79,0.0,0.0,18.34,35.37,61.57,0.0,0.0,0.0,0.0,19.21,0.0,76.2,320800011269,32,BRONX
BRONX THEATRE HS,0.0,0.0,11.11,84.44,0.0,70.22,3.56,76.44,65.33,13.78,0.0,29.78,0.0,0.0,15.56,0.0,86.22,0.0,0.0,0.0,0.0,23.56,0.0,76.67,321000011546,32,BRONX
BRONXDALE HIGH SCHOOL,0.0,0.0,32.09,81.76,1.69,48.99,6.08,79.39,56.08,5.74,0.0,51.01,0.0,0.0,18.24,35.81,56.76,0.0,0.0,0.0,0.0,20.61,3.04,83.11,321100011508,32,BRONX
BRONXVILLE HIGH SCHOOL,0.0,5.03,0.0,0.0,0.0,51.68,0.0,32.68,1.96,0.0,0.0,48.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,86.87,98.32,660303030002,66,WESTCHESTER
BROOKFIELD CENTRAL SCHOOL,0.0,0.0,0.0,53.06,0.0,48.98,0.0,0.0,0.0,0.0,0.0,51.02,0.0,0.0,46.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.88,250109040001,25,MADISON
BROOKLYN ACADEMY HIGH SCHOOL,0.0,0.0,77.93,83.79,0.0,52.76,0.0,76.21,8.28,8.28,0.0,47.24,0.0,0.0,16.21,0.0,91.72,0.0,0.0,0.0,0.0,23.79,0.0,29.14,331300011553,33,KINGS
BROOKLYN ASCEND CHARTER SCHOOL,0.0,0.0,88.89,82.54,0.0,50.79,0.0,82.54,11.11,0.0,0.0,49.21,0.0,0.0,17.46,0.0,0.0,0.0,0.0,0.0,0.0,17.46,0.0,93.65,331800860916,33,KINGS
BROOKLYN BRIDGE ACADEMY HIGH SHCOOL,0.0,0.0,82.31,78.08,10.77,38.85,0.0,81.54,4.23,9.62,0.0,61.15,0.0,0.0,21.92,61.92,90.38,0.0,0.0,0.0,0.0,18.46,0.0,36.15,331800011578,33,KINGS
BROOKLYN COLLEGE ACADEMY,0.0,7.71,65.99,67.12,0.0,64.4,0.0,92.06,12.24,1.36,0.0,35.6,0.0,6.8,32.88,0.0,31.29,0.0,0.0,0.0,0.0,7.94,4.54,99.21,332200011555,33,KINGS
BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL,0.0,0.0,87.44,90.95,0.0,37.19,0.0,75.88,3.02,11.56,0.0,62.81,0.0,0.0,9.05,0.0,88.44,0.0,0.0,0.0,0.0,24.12,0.0,82.41,332300011493,33,KINGS
BROOKLYN COMMUNITY ARTS AND MEDIA HIGH SCHOOL,0.0,0.0,78.29,81.4,0.0,57.36,0.0,77.52,5.43,8.14,0.0,42.64,0.0,0.0,18.6,0.0,91.86,0.0,0.0,0.0,0.0,22.48,0.0,80.62,331300011412,33,KINGS
BROOKLYN DEMOCRACY ACADEMY,0.0,0.0,78.4,80.0,0.0,42.0,0.0,72.8,0.0,13.2,0.0,58.0,0.0,0.0,20.0,0.0,86.8,0.0,0.0,0.0,0.0,27.2,0.0,33.6,332300011643,33,KINGS
BROOKLYN FRONTIERS HIGH SCHOOL,0.0,0.0,70.87,86.96,2.61,44.35,0.0,56.09,17.83,10.87,0.0,55.65,0.0,0.0,13.04,41.3,67.83,0.0,0.0,0.0,0.0,43.91,0.0,34.78,331500011423,33,KINGS
BROOKLYN GENERATION SCHOOL,0.0,0.0,45.75,71.9,7.84,40.52,0.0,81.7,3.27,7.19,0.0,59.48,0.0,0.0,28.1,64.05,61.44,0.0,0.0,0.0,0.0,18.3,0.0,78.43,331800011566,33,KINGS
BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,0.0,2.47,65.93,84.44,1.23,39.26,0.0,81.23,26.17,6.91,0.0,60.74,0.0,0.0,15.56,29.88,93.09,0.0,0.0,0.0,0.0,18.77,0.0,84.44,331600011498,33,KINGS
BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,0.0,0.0,70.48,83.26,3.52,53.74,0.0,77.97,0.0,14.98,0.0,46.26,0.0,0.0,16.74,27.31,85.02,0.0,0.0,0.0,0.0,22.03,0.0,18.94,331300011616,33,KINGS
BROOKLYN HIGH SCHOOL FOR THE ARTS,0.0,2.44,68.99,72.47,0.0,75.61,0.0,88.85,21.95,3.83,0.0,24.39,0.0,2.44,27.53,0.0,96.17,0.0,0.0,0.0,0.0,11.15,1.39,91.38,331500011656,33,KINGS
BROOKLYN HS FOR SCIENCE AND THE ENVIRONMENT,0.0,0.0,85.0,77.0,2.33,36.33,5.33,81.67,8.0,5.33,0.0,63.67,0.0,0.0,23.0,30.0,62.33,0.0,0.0,0.0,0.0,18.33,0.0,77.5,331700011547,33,KINGS
BROOKLYN INSTITUTE FOR LIBERAL ARTS,0.0,0.0,62.35,84.21,0.0,47.37,2.02,81.38,0.0,0.0,0.0,52.63,0.0,0.0,15.79,0.0,0.0,0.0,0.0,0.0,0.0,18.62,0.0,95.55,331700011745,33,KINGS
BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,0.0,29.35,19.93,68.48,44.57,48.55,36.23,35.51,36.23,6.52,0.0,51.45,0.0,0.0,31.52,55.43,65.58,0.0,0.0,0.0,0.0,2.54,14.49,78.8,331300011439,33,KINGS
BROOKLYN LAB SCHOOL,0.0,4.26,31.49,85.11,19.15,42.55,7.23,82.13,53.19,13.19,0.0,57.45,0.0,0.0,14.89,80.85,86.81,0.0,0.0,0.0,0.0,17.87,0.0,70.64,331900011639,33,KINGS
BROOKLYN LATIN SCHOOL (THE),0.0,43.68,14.94,64.37,0.0,45.59,0.0,32.18,14.56,0.0,0.0,54.41,0.0,13.98,35.63,0.0,0.0,0.0,0.0,0.0,0.0,0.96,10.15,98.47,331400011449,33,KINGS
BROOKLYN PREPARATORY HIGH SCHOOL,0.0,0.0,53.24,76.49,0.0,51.08,0.0,82.7,41.35,1.89,0.0,48.92,0.0,0.0,23.51,0.0,35.41,0.0,0.0,0.0,0.0,17.3,0.0,94.73,331400011488,33,KINGS
BROOKLYN PROSPECT CHARTER SCHOOL,0.0,4.43,14.02,42.44,0.0,44.28,0.0,81.92,42.44,0.0,0.0,55.72,0.0,1.85,57.56,0.0,0.0,0.0,0.0,0.0,0.0,18.08,32.84,94.65,331500860935,33,KINGS
BROOKLYN SCHOOL FOR GLOBAL STUDIES,0.0,0.0,42.57,54.46,0.0,44.55,0.0,77.23,28.71,0.0,0.0,55.45,0.0,0.0,13.86,0.0,0.0,0.0,0.0,0.0,0.0,22.77,0.0,92.08,331500011429,33,KINGS
BROOKLYN SCHOOL FOR MATH AND RESEARCH,0.0,0.0,50.84,86.59,0.0,38.55,0.0,84.92,24.58,3.35,0.0,61.45,0.0,0.0,13.41,0.0,24.58,0.0,0.0,0.0,0.0,15.08,0.0,89.66,333200011168,33,KINGS
BROOKLYN SCHOOL FOR MUSIC AND THEATER,0.0,0.0,79.0,79.0,0.0,73.97,0.0,79.45,6.85,5.48,0.0,26.03,0.0,0.0,21.0,0.0,58.45,0.0,0.0,0.0,0.0,20.55,0.0,83.56,331700011548,33,KINGS
BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,0.0,0.0,39.02,73.11,0.0,49.62,0.0,72.35,44.7,1.89,0.0,50.38,0.0,0.0,26.89,0.0,29.55,0.0,0.0,0.0,0.0,27.65,6.82,90.72,331500010448,33,KINGS
BROOKLYN STUDIO SCHOOL,0.0,12.76,0.0,72.43,9.05,46.3,10.49,81.89,27.78,1.03,0.0,53.7,0.0,0.0,27.57,90.95,34.57,0.0,0.0,0.0,0.0,18.11,49.18,84.36,332100011690,33,KINGS
BROOKLYN TECHNICAL HIGH SCHOOL,0.12,62.15,7.08,63.46,0.0,41.52,0.64,98.49,7.06,1.51,0.0,58.48,0.0,0.96,36.54,0.0,98.49,0.0,0.0,0.0,0.0,1.51,21.39,98.04,331300011430,33,KINGS
BROOKLYN THEATRE ARTS HIGH SCHOOL,0.0,0.0,83.2,77.6,0.0,53.6,0.0,89.6,3.6,4.8,0.0,46.4,0.0,0.0,22.4,0.0,64.4,0.0,0.0,0.0,0.0,10.4,0.0,85.4,331800011567,33,KINGS
BROOME STREET ACADEMY CHARTER HIGH SCHOOL,0.0,0.0,59.14,66.15,2.33,51.36,0.0,79.77,33.46,12.84,0.0,48.64,0.0,0.0,33.85,35.8,87.16,0.0,0.0,0.0,0.0,20.23,0.0,71.01,310200860992,31,NEW YORK
BROWNSVILLE DIPLOMA PLUS HIGH SCHOOL,0.0,0.0,77.6,77.6,0.0,56.28,0.0,75.41,9.29,6.01,0.0,43.72,0.0,0.0,22.4,0.0,62.3,0.0,0.0,0.0,0.0,24.59,0.0,41.8,331700011568,33,KINGS
BRUSHTON MOIRA HIGH SCHOOL,0.0,0.0,0.0,54.14,0.0,54.78,0.0,85.35,0.0,0.0,0.0,45.22,0.0,0.0,45.86,0.0,0.0,0.0,0.0,0.0,0.0,14.65,0.0,89.81,161601040002,16,FRANKLIN
BUFFALO ACADEMY FOR THE VISUAL & PERFORMING ARTS,0.0,0.0,59.72,56.67,1.67,67.5,0.0,82.22,7.5,1.67,0.0,32.5,0.0,0.0,43.33,32.5,26.67,0.0,0.0,0.0,0.0,17.78,13.61,90.14,140600010097,14,ERIE
BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL,0.0,16.67,60.75,84.95,10.75,47.85,0.0,31.18,0.0,0.0,0.0,52.15,0.0,0.0,15.05,89.25,0.0,0.0,0.0,0.0,0.0,2.69,12.9,92.47,140600860861,14,ERIE
BUFFALO SCHOOL OF CULINARY ARTS AND HOSPITALITY MANAGEMENT,0.0,0.0,45.68,82.72,16.05,66.67,0.0,79.01,30.86,0.0,0.0,33.33,0.0,0.0,17.28,83.95,0.0,0.0,0.0,0.0,0.0,20.99,14.81,83.33,140600010313,14,ERIE
BURGARD VOCATIONAL HIGH SCHOOL,0.0,3.12,74.76,77.4,4.81,33.89,1.44,76.44,10.58,5.05,0.0,66.11,0.0,0.0,22.6,70.43,70.19,0.0,0.0,0.0,0.0,23.56,2.64,49.64,140600010101,14,ERIE
BURNT HILLS-BALLSTON LAKE SENIOR HIGH SCHOOL,0.0,0.65,0.0,12.05,0.0,45.34,0.0,88.6,0.78,0.0,0.0,54.66,0.0,0.0,87.95,0.0,0.0,0.0,0.0,0.0,0.0,11.4,94.82,97.34,520101060006,52,SARATOGA
BUSHWICK COMMUNITY HIGH SCHOOL,0.0,0.0,8.16,83.69,5.74,45.62,1.51,70.69,67.67,8.76,0.0,54.38,0.0,0.0,16.31,68.28,91.24,0.0,0.0,0.0,0.0,29.31,0.0,34.74,333200010564,33,KINGS
BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE,0.0,0.0,0.0,32.68,19.51,41.95,2.93,72.2,81.46,16.1,0.0,58.05,0.0,0.0,2.93,80.49,83.9,0.0,0.0,0.0,0.0,27.8,0.0,77.32,333200011556,33,KINGS
BUSHWICK SCHOOL FOR SOCIAL JUSTICE,0.0,0.0,0.0,75.88,29.58,48.87,5.14,80.71,80.71,12.54,0.0,51.13,0.0,0.0,24.12,70.42,87.46,0.0,0.0,0.0,0.0,19.29,0.0,75.24,333200011549,33,KINGS
BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,0.0,28.72,35.11,70.21,3.19,28.19,0.0,85.11,19.68,4.79,0.0,71.81,0.0,4.26,29.79,51.06,49.47,0.0,0.0,0.0,0.0,14.89,9.57,93.09,342600011315,34,QUEENS
BYRAM HILLS HIGH SCHOOL,0.0,4.95,0.0,3.99,0.0,48.08,0.0,88.18,1.28,0.0,0.0,51.92,0.0,0.0,96.01,0.0,0.0,0.0,0.0,0.0,0.0,11.82,91.21,99.52,661201060006,66,WESTCHESTER
BYRON-BERGEN HIGH SCHOOL,0.0,0.0,0.0,39.35,0.0,44.91,0.0,88.43,0.0,0.0,0.0,55.09,0.0,0.0,60.65,0.0,0.0,0.0,0.0,0.0,0.0,11.57,32.87,95.6,180701040001,18,GENESEE
C A BOUTON MIDDLE SCHOOL HIGH SCHOOL,0.0,0.0,0.0,7.07,0.0,47.47,0.0,88.55,0.0,0.0,0.0,52.53,0.0,0.0,92.93,0.0,0.0,0.0,0.0,0.0,0.0,11.45,91.25,98.32,11003060002,1,ALBANY
CAIRO-DURHAM HIGH SCHOOL,0.0,0.0,0.0,46.34,0.0,52.61,0.0,81.88,3.83,1.74,0.0,47.39,0.0,6.27,53.66,0.0,32.06,0.0,0.0,0.0,0.0,18.12,83.62,86.59,190301040003,19,GREENE
CALEDONIA-MUMFORD HIGH SCHOOL,0.0,0.0,0.0,30.29,0.0,43.75,0.0,88.46,0.0,0.0,0.0,56.25,0.0,0.0,69.71,0.0,0.0,0.0,0.0,0.0,0.0,11.54,0.0,91.35,240201040002,24,LIVINGSTON
CAMBRIA HEIGHTS ACADEMY,0.0,10.95,75.18,69.34,0.0,51.46,1.82,81.75,6.57,1.82,0.0,48.54,0.0,0.0,30.66,0.0,33.94,0.0,0.0,0.0,0.0,18.25,0.0,87.59,342900011326,34,QUEENS
CAMBRIDGE JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,32.88,0.0,44.59,0.0,86.04,0.0,0.0,0.0,55.41,0.0,0.0,67.12,0.0,0.0,0.0,0.0,0.0,0.0,13.96,32.88,91.89,641610040003,64,WASHINGTON
CAMDEN SENIOR HIGH SCHOOL,0.0,0.0,0.0,49.49,0.0,50.71,0.0,91.92,0.0,0.0,0.0,49.29,0.0,0.0,50.51,0.0,0.0,0.0,0.0,0.0,0.0,8.08,64.65,91.92,410601040006,41,ONEIDA
CAMPBELL-SAVONA JUNIOR/SENIOR HIGH SCHOOL,0.0,0.0,0.0,54.79,0.0,52.66,0.0,84.04,0.0,0.0,0.0,47.34,0.0,0.0,45.21,0.0,0.0,0.0,0.0,0.0,0.0,15.96,0.0,95.21,570603040002,57,STEUBEN
